Specimen_Filename,scientificName,flower_len_cm,flower_len_cm_log,corolla_base_cm,corolla_base_cm_log,corolla_apex_cm,corolla_apex_cm_log,base_apex_ratio,base_apex_ratio_log,degree_curvature,degree_curvature_log,stamen_ex_cm,stamen_ex_cm_log,anther_width_cm,anther_width_cm_log,anther_len_cm,anther_len_cm_log,leaf_area_cm2 ,leaf_area_cm2_log,leaf_len_cm ,leaf_len_cm_log,leaf_width_cm ,leaf_width_cm_log,leaf_len_width_ratio,leaf_len_width_ratio_log,decimallongtitude,decimallatitude
C_congestus_MO-749816,C_congestus,3.253,0.512284063,0.434,-0.36251027,0.9305,-0.031283623,0.466415905,-0.331226648,145.086,2.161625507,0.966,-0.015022874,0.29,-0.537602002,0.611,-0.21395879,98.956,1.995442132,20.246,1.306339233,8.0675,0.906738974,2.509575457,0.399600258,N/A,N/A
C_congestus_MO-749818,C_congestus,3.347,0.524655712,0.374,-0.427128398,0.814,-0.089375595,0.459459459,-0.337752803,125.745,2.099490725,0.82,-0.086186148,0.236,-0.627087997,0.55,-0.259637311,101.291,2.005570859,18.65,1.270678836,7.261,0.860996437,2.568516733,0.409682399,N/A,N/A
C_congestus_MO-749820,C_congestus,2.91,0.463892989,0.3405,-0.467882884,0.883,-0.054039296,0.385617214,-0.413843587,138.3455,2.140965037,0.862,-0.064492734,0.232,-0.634512015,0.56,-0.251811973,115.809,2.063742312,23.5935,1.372792371,7.8965,0.89743464,2.987842715,0.475357732,N/A,N/A
C_congestus_MO-749821,C_congestus,3.168,0.500785173,0.602,-0.220403509,0.895,-0.048176965,0.672625698,-0.172226544,132.873,2.123436741,0.991,-0.003926346,0.274,-0.562249437,0.639,-0.194499142,251.224,2.400061126,32.412,1.51070583,12.684,1.103256233,2.555345317,0.407449597,N/A,N/A
C_curvatus_MO-042636,C_curvatus,4.046,0.607025878,0.334,-0.476253533,1.217,0.085290578,0.274445357,-0.561544111,142.643,2.154250464,1.359,0.133219457,0.333,-0.477555766,0.94,-0.026872146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.316667,0.333333
C_curvatus_MO-1190571,C_curvatus,2.908,0.463594402,0.476,-0.322393047,1.254,0.098297536,0.379585327,-0.420690584,126.56,2.102296466,0.925,-0.033858267,0.361,-0.442492798,0.735,-0.133712661,110.176,2.042087001,21.7625,1.337708784,8.1145,0.909261765,2.681927414,0.42844702,-78.011389,-2.353889
C_curvatus_MO-1290333,C_curvatus,4.1995,0.623197586,0.515,-0.288192771,1.4515,0.16181704,0.354805374,-0.450009811,129.817,2.113331569,1.835,0.263636069,0.389,-0.410050399,1.0305,0.013047996,174.968,2.242958628,27.2005,1.434576887,9.584,0.981546805,2.838115609,0.453030082,-76.35,-0.25
C_curvatus_MO-1291270,C_curvatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126.56,2.102296466,25.867,1.412746063,7.385,0.8683505,3.502640487,0.544395563,-78.083333,-2.166667
C_curvatus_MO-1291273,C_curvatus,2.8145,0.449401253,0.78,-0.107905397,1.403,0.147057671,0.555951532,-0.254963068,134.8055,2.129707612,2.1265,0.327665387,0.4155,-0.381428972,0.896,-0.04769199,154.623,2.189274095,25.2655,1.402527897,10.2955,1.012647443,2.454033316,0.389880454,-76.133333,2.216667
C_curvatus_MO-1291274,C_curvatus,2.576,0.410945859,0.5595,-0.252199909,1.27,0.103803721,0.440551181,-0.35600363,127.7175,2.106250409,1.4495,0.16121822,0.355,-0.449771647,0.602,-0.220403509,81.186,1.909481144,16.5985,1.220068843,7.6795,0.885332945,2.161403737,0.334735898,N/A,N/A
C_curvatus_MO-1291275,C_curvatus,2.798,0.44684771,0.625,-0.204119983,1.511,0.179264464,0.413633355,-0.383384447,134.526,2.128806229,1.842,0.265289626,0.422,-0.374687549,0.936,-0.028724151,88.7815,1.948322478,20.185,1.305028754,7.758,0.889749775,2.601830369,0.415278978,N/A,N/A
C_curvatus_MO-1291276,C_curvatus,2.4355,0.386588134,0.578,-0.238072162,1.359,0.133219457,0.42531273,-0.371291618,140.971,2.14912978,1.6275,0.211520997,0.3825,-0.417368561,0.666,-0.176525771,115.9475,2.064261389,20.0415,1.301930223,9.377,0.972063916,2.137304042,0.329866307,-76.2,2.266667
C_curvatus_MO-1291278,C_curvatus,2.473,0.393224116,0.294,-0.53165267,0.822,-0.085128182,0.357664234,-0.446524487,140.979,2.149154426,1.047,0.019946682,0.213,-0.671620397,0.604,-0.218963061,60.976,1.785158931,13.8365,1.141026247,6.4895,0.812211237,2.132136528,0.328815011,N/A,N/A
C_curvatus_MO-1291279,C_curvatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.3135,1.840817829,15.287,1.184322266,6.6595,0.823441623,2.295517682,0.360880642,-77.633333,-0.716667
C_curvatus_MO-1291280,C_curvatus,2.624,0.418963831,0.47,-0.327902142,1.12,0.049218023,0.419642857,-0.377120165,128.616,2.109294999,1.083,0.034628457,0.353,-0.452225295,0.819,-0.086716098,45.251,1.655628181,12.812,1.10761693,5.544,0.743823222,2.310966811,0.363793708,-76.633333,1.2
C_curvatus_MO-1291281,C_curvatus,3.115,0.493458051,0.402,-0.395773947,1.149,0.060320029,0.349869452,-0.456093976,151.174,2.179477104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.666667,-0.466667
C_curvatus_MO-1291282,C_curvatus,3.5525,0.550534087,0.416,-0.380906669,1.0815,0.034026524,0.384650948,-0.414933193,148.451,2.171583127,1.719,0.235275877,0.361,-0.442492798,0.7965,-0.09881422,186.506,2.270692808,28.4375,1.453891414,9.6675,0.985314181,2.941556762,0.468577233,-76.216667,-0.933333
C_curvatus_MO-2063359,C_curvatus,2.8645,0.457048827,0.428,-0.368556231,1.3125,0.118099312,0.326095238,-0.486655543,121.319,2.083928822,1.3755,0.138460595,0.375,-0.425968732,0.8635,-0.063737658,232.268,2.36598938,29.651,1.472039345,10.796,1.033262876,2.746480178,0.438776469,-78.070278,-3.058889
C_curvatus_MO-2186307,C_curvatus,3.366,0.527114112,0.4255,-0.371100436,1.0215,0.009238371,0.416544298,-0.380338807,140.4445,2.147504736,1.4285,0.154880245,0.3315,-0.479516467,0.7945,-0.099906098,153.836,2.187057979,31.501,1.498324341,7.327,0.864926192,4.299303944,0.633398149,-77.1266665,-1.7622225
C_densiflorus_MO-1291285,C_densiflorus,3.521,0.546666025,0.7265,-0.138764381,1.743,0.241297387,0.416810098,-0.380061768,134.4625,2.128601182,1.2075,0.081887139,0.4025,-0.395234115,0.7855,-0.104853811,43.472,1.638209621,12.4255,1.094313874,5.0885,0.706589779,2.441878746,0.387724095,N/A,N/A
C_densiflorus_MO-1291286,C_densiflorus,2.789,0.445448514,0.448,-0.348721986,1,0,0.448,-0.348721986,139.936,2.145929456,1.269,0.103461622,0.326,-0.4867824,0.758,-0.120330794,61.2945,1.787421507,15.344,1.18593859,5.9025,0.771035996,2.599576451,0.414902594,N/A,N/A
C_densiflorus_MO-1291288,C_densiflorus,3.0465,0.483801182,0.5665,-0.246800086,1,0,0.5665,-0.246800086,142.6,2.154119526,1.545,0.188928484,0.443,-0.353596274,0.8205,-0.085921415,37.283,1.571510851,11.312,1.053539396,4.825,0.683497318,2.344455959,0.370042079,-79.166667,-4.5
C_densiflorus_MO-1291289,C_densiflorus,2.5875,0.412880358,0.4345,-0.362010219,0.954,-0.020451625,0.455450734,-0.341558594,129.079,2.110855592,1.4825,0.170994702,0.355,-0.449771647,0.729,-0.137272472,29.099,1.463878065,8.978,0.953179601,4.324,0.635885685,2.076318224,0.317293916,-79.166667,-4.5
C_densiflorus_MO-1291291,C_densiflorus,2.575,0.410777233,0.509,-0.293282218,1.638,0.214313897,0.310744811,-0.507596115,144.288,2.159230214,1.63,0.212187604,0.343,-0.46470588,0.836,-0.077793723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_densiflorus_MO-1291292,C_densiflorus,2.468,0.392345155,0.349,-0.457174573,1.358,0.13289977,0.256995582,-0.590074343,125.029,2.097010758,0.827,-0.08249449,0.393,-0.40560745,0.612,-0.213248578,55.943,1.747745752,14.354,1.156972942,5.479,0.7387013,2.619821135,0.418271641,N/A,N/A
C_densiflorus_MO-1982167,C_densiflorus,2.764,0.441538039,0.784,-0.105683937,1.122,0.049992857,0.698752228,-0.155676794,139.235,2.143748419,0.946,-0.024108864,0.29,-0.537602002,0.563,-0.249491605,42.109,1.624374928,13.853,1.141543834,4.594,0.662190991,3.015454941,0.479352843,-77.85,-0.633333
C_densiflorus_MO-1982181,C_densiflorus,2.534,0.403806611,0.558,-0.253365801,1.117,0.048053173,0.499552372,-0.301418974,142.866,2.154928885,1.389,0.142702246,0.381,-0.419075024,0.863,-0.063989204,157.267,2.196637602,22.565,1.353435338,10.456,1.019365575,2.158091048,0.334069763,-77.534444,0.516944
C_densiflorus_MO-2021816,C_densiflorus,2.879,0.459241665,0.416,-0.380906669,1.339,0.126780577,0.310679612,-0.507687246,146.302,2.165250263,1.483,0.171141151,0.382,-0.417936637,0.849,-0.07109231,24.897,1.396147019,9.183,0.962984584,3.951,0.59670703,2.324221716,0.366277555,-79.149444,-4.481111
C_gamosepalus_MO-1190525,C_gamosepalus,3.09,0.489958479,0.456,-0.341035157,1.24,0.093421685,0.367741935,-0.434456842,141.626,2.151142989,1.404,0.147367108,0.264,-0.578396073,0.583,-0.234331445,81.794,1.912721447,18.775,1.273579946,7.488,0.874365836,2.507345085,0.39921411,N/A,N/A
C_gamosepalus_MO-1190527,C_gamosepalus,3.341,0.523876476,0.383,-0.416801226,1.02,0.008600172,0.375490196,-0.425401398,146.253,2.165104783,N/A,N/A,N/A,N/A,N/A,N/A,39.256,1.593906045,12.0315,1.080319775,5.0285,0.701438454,2.392661828,0.378881321,N/A,N/A
C_gamosepalus_MO-1190576,C_gamosepalus,3.238,0.510276844,0.422,-0.374687549,0.974,-0.011441043,0.433264887,-0.363246506,132.471,2.122120815,1.709,0.232742063,0.267,-0.573488739,0.666,-0.176525771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-78.226667,-2.969167
C_gamosepalus_MO-1190577,C_gamosepalus,3.275,0.515211304,0.411,-0.386158178,1.255,0.098643726,0.32749004,-0.484801904,155.509,2.191755529,1.404,0.147367108,0.263,-0.580044252,0.632,-0.199282922,148.133,2.170651818,22.046,1.343329803,10.34,1.014520539,2.132108317,0.328809264,-77.958056,-2.354444
C_gamosepalus_MO-1292133,C_gamosepalus,3.3065,0.519368527,0.357,-0.447331784,1.325,0.122215878,0.269433962,-0.569547662,132.1765,2.121154248,1.0915,0.03802374,0.28,-0.552841969,0.636,-0.196542884,105.277,2.022333501,18.776,1.273603077,7.8275,0.893623076,2.398722453,0.37998,-77.6,-0.716667
C_gamosepalus_MO-1292135,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123.237,2.090741118,25.093,1.399552587,7.837,0.894149847,3.201862958,0.50540274,N/A,N/A
C_gamosepalus_MO-1292136,C_gamosepalus,3.128,0.495266744,0.424,-0.372634143,0.969,-0.013676223,0.437564499,-0.35895792,158.208,2.19922844,1.518,0.181271772,0.255,-0.59345982,0.793,-0.100726813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_gamosepalus_MO-1292137,C_gamosepalus,3.473,0.540704783,0.428,-0.368556231,1.055,0.02325246,0.405687204,-0.391808691,134.556,2.128903068,1.194,0.077004327,0.26,-0.585026652,0.551,-0.258848401,81.7465,1.912469167,15.4235,1.188182938,8.7765,0.943321357,1.757363414,0.244861581,-77.683333,-0.683333
C_gamosepalus_MO-1292138,C_gamosepalus,2.687,0.429267666,0.373,-0.428291168,0.902,-0.044793462,0.413525499,-0.383497706,136.475,2.135053103,1.124,0.050766311,0.335,-0.474955193,0.675,-0.170696227,40.665,1.609220777,11.561,1.062995401,5.405,0.732795698,2.138945421,0.330199703,-76.366667,-7.7
C_gamosepalus_MO-1292139,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,133.966,2.12699459,26.124,1.417039675,8.192,0.913389944,3.188964844,0.503649731,-77.75,-5.833333
C_gamosepalus_MO-1292140,C_gamosepalus,3.67,0.564666064,0.491,-0.308918508,1.12,0.049218023,0.438392857,-0.358136531,127.936,2.106992768,1.206,0.081347308,0.282,-0.549750892,0.556,-0.254925208,133.271,2.124735656,24.499,1.389148358,9.108,0.959423022,2.689833114,0.429725336,-77.916667,-1.333333
C_gamosepalus_MO-1292141,C_gamosepalus,3.23,0.509202522,0.417,-0.379863945,1.118,0.048441804,0.372987478,-0.428305749,136.2965,2.134484704,1.168,0.067442843,0.326,-0.4867824,0.677,-0.169411331,53.985,1.732273106,19.563,1.291435455,4.68,0.670245853,4.180128205,0.621189602,-77.916667,-1.333333
C_gamosepalus_MO-1292142,C_gamosepalus,3.2305,0.509269745,0.3715,-0.430041182,0.925,-0.033858267,0.401621622,-0.396182915,135.34,2.131426172,1.246,0.095518042,0.2665,-0.574302787,0.5545,-0.25609845,82.184,1.914787275,18.77,1.273464273,7.407,0.869642345,2.534089375,0.403821928,-77.833333,-1.583333
C_gamosepalus_MO-1292143,C_gamosepalus,2.892,0.461198289,0.347,-0.459670525,0.863,-0.063989204,0.402085747,-0.395681321,125.3905,2.098264634,1.1575,0.063521,0.2315,-0.635449005,0.6545,-0.184090349,86.205,1.935532456,19.564,1.291457654,6.973,0.843419665,2.805679048,0.448037989,N/A,N/A
C_gamosepalus_MO-1292144,C_gamosepalus,3.193,0.504198919,0.414,-0.382999659,0.975,-0.010995384,0.424615385,-0.372004275,128.139,2.10768133,1.389,0.142702246,0.324,-0.48945499,0.622,-0.206209615,105.591,2.023626903,23.185,1.3652071,7.883,0.896691527,2.94113916,0.468515574,-77.566667,-0.1
C_gamosepalus_MO-1292145,C_gamosepalus,3.488,0.542576476,0.3135,-0.503762455,0.9425,-0.025718641,0.332625995,-0.478043814,135.3185,2.131357175,1.2805,0.107379583,0.3115,-0.506541949,0.6855,-0.163992541,39.31,1.594503044,14.211,1.152624639,4.687,0.670894954,3.032003414,0.481729686,N/A,N/A
C_gamosepalus_MO-1292146,C_gamosepalus,2.8805,0.45946788,0.336,-0.473660723,0.994,-0.002613616,0.338028169,-0.471047107,139.6165,2.144936747,1.072,0.030194785,0.2975,-0.52651303,0.541,-0.266802735,145.122,2.161733255,26.211,1.41848359,8.889,0.948852906,2.948700641,0.469630684,-77.55,-0.883333
C_gamosepalus_MO-1292147,C_gamosepalus,3.721,0.57065967,0.432,-0.364516253,1.236,0.092018471,0.349514563,-0.456534724,166.561,2.22157332,N/A,N/A,N/A,N/A,N/A,N/A,80.143,1.903865595,17.84,1.25139485,7.246,0.86009833,2.462048026,0.39129652,-77.533333,-0.733333
C_gamosepalus_MO-1292148,C_gamosepalus,3.144,0.497482537,0.405,-0.392544977,1.29,0.11058971,0.313953488,-0.503134687,142.067,2.15249321,1.094,0.039017322,0.232,-0.634512015,0.577,-0.238824187,180.948,2.257553787,27.128,1.433417777,10.98,1.04060234,2.470673953,0.392815437,-77.516667,-0.883333
C_gamosepalus_MO-1292149,C_gamosepalus,3.46,0.539076099,0.565,-0.247951552,1.324,0.121887985,0.42673716,-0.369839537,135.648,2.132413395,1.927,0.284881715,0.274,-0.562249437,0.721,-0.142064735,68.159,1.83352321,15.627,1.193875612,6.621,0.820923588,2.36021749,0.372952024,N/A,N/A
C_gamosepalus_MO-1292150,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113.522,2.055080034,19.0245,1.279313252,9.2265,0.965036986,2.061941148,0.314276265,N/A,N/A
C_gamosepalus_MO-1292151,C_gamosepalus,3.367,0.527243116,0.4955,-0.304956341,1.0875,0.036429266,0.455632184,-0.341385607,134.795,2.129673783,1.171,0.068556895,0.2315,-0.635449005,0.4995,-0.301464507,99.7135,1.998753961,26.4345,1.4221711,6.734,0.828273112,3.925527176,0.593897988,N/A,N/A
C_gamosepalus_MO-1292152,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.353,1.828356945,13.2515,1.122265041,7.149,0.854245297,1.85361589,0.268019744,-78.633333,0.116667
C_gamosepalus_MO-1292153,C_gamosepalus,2.7905,0.445682027,0.361,-0.442492798,0.8365,-0.077534055,0.431560072,-0.364958743,123.172,2.090511993,1.287,0.109578547,0.284,-0.54668166,0.632,-0.199282922,116.862,2.067673315,20.76,1.317227349,9.572,0.98100269,2.168825742,0.336224659,-78.15,-2.366667
C_gamosepalus_MO-1292154,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158.423,2.199818233,27.135,1.433529826,9.62,0.983175072,2.820686071,0.450354754,N/A,N/A
C_gamosepalus_MO-1292157,C_gamosepalus,3.392,0.530455844,0.4575,-0.339608902,1.467,0.166430114,0.311860941,-0.506039015,131.123,2.117678877,1.1575,0.063521,0.311,-0.507239611,0.6575,-0.182104243,141.2295,2.149925422,23.3355,1.368017111,9.5375,0.979434551,2.446710354,0.38858256,-78.033333,-1.483333
C_gamosepalus_MO-1292158,C_gamosepalus,3.746,0.573567773,0.505,-0.296708622,1.061,0.025715384,0.47596607,-0.322424006,138.346,2.140966607,1.159,0.064083436,0.269,-0.57024772,0.613,-0.212539525,95.609,1.980498776,17.915,1.253216813,8.082,0.907518846,2.216654293,0.345697966,-77.966667,-1.416667
C_gamosepalus_MO-1292159,C_gamosepalus,3.2405,0.510612026,0.4825,-0.316502682,1.2395,0.093246531,0.389269867,-0.409749213,147.909,2.169994601,1.215,0.084576278,0.285,-0.54515514,0.64,-0.193820026,122.7675,2.089083412,20.4075,1.309789805,9.481,0.976854147,2.15246282,0.332935659,N/A,N/A
C_gamosepalus_MO-1292160,C_gamosepalus,3.069,0.486996888,0.365,-0.437707136,0.951,-0.021819483,0.383806519,-0.415887652,143.387,2.156509778,0.962,-0.016824928,0.312,-0.505845406,0.6,-0.22184875,38.814,1.588988402,11.662,1.066773037,5.388,0.731427587,2.164439495,0.33534545,N/A,N/A
C_gamosepalus_MO-1292161,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.307,1.750562389,15.177,1.181185934,6.071,0.783260233,2.499917641,0.397925701,N/A,N/A
C_gamosepalus_MO-1292162,C_gamosepalus,3.8505,0.585517128,0.4575,-0.339608902,1.301,0.114277297,0.351652575,-0.453886198,148.4195,2.171490964,1.166,0.06669855,0.3145,-0.50237935,0.694,-0.15864053,33.797,1.528878152,10.26,1.011147361,5.337,0.727297203,1.922428331,0.283850158,-77.4,-0.083333
C_gamosepalus_MO-1292163,C_gamosepalus,3.183,0.502836639,0.3845,-0.415103656,1.211,0.083144143,0.317506193,-0.498247799,140.3205,2.147121124,0.965,-0.015472687,0.333,-0.477555766,0.6375,-0.195519811,73.076,1.863774767,17.505,1.243162115,6.9235,0.840325697,2.52834549,0.402836419,-77.85,-1.616667
C_gamosepalus_MO-1292166,C_gamosepalus,2.807,0.448242413,0.3,-0.522878745,1.211,0.083144143,0.247729149,-0.606022888,136.71,2.135800283,N/A,N/A,N/A,N/A,N/A,N/A,99.413,1.99744318,23.595,1.372819982,7.118,0.852357984,3.314835628,0.520461998,N/A,N/A
C_gamosepalus_MO-1292167,C_gamosepalus,3.155,0.498999364,0.286,-0.543633967,0.965,-0.015472687,0.296373057,-0.52816128,169.831,2.230016967,1.695,0.229169703,0.252,-0.598599459,0.636,-0.196542884,80.755,1.907169421,15.329,1.185513824,7.831,0.893817224,1.957476695,0.2916966,-77.433333,-0.766667
C_gamosepalus_MO-1292168,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.772,2.07471407,24.686,1.392450725,7.969,0.901403827,3.097753796,0.491046898,N/A,N/A
C_gamosepalus_MO-1292169,C_gamosepalus,3.843,0.584670384,0.444,-0.35261703,0.836,-0.077793723,0.531100478,-0.274823307,172.553,2.236922514,1.526,0.183554534,0.22,-0.657577319,0.677,-0.169411331,54.799,1.738772633,12.786,1.1067347,6.488,0.812110841,1.970715166,0.294623859,-77.633333,-0.716667
C_gamosepalus_MO-1292170,C_gamosepalus,3.479,0.541454429,0.312,-0.505845406,1.24,0.093421685,0.251612903,-0.599267091,128.2045,2.107903269,1.024,0.010299957,0.278,-0.555955204,0.587,-0.231361899,97.5835,1.989376391,20.268,1.306810896,7.755,0.889581802,2.613539652,0.417229093,-77.366667,-0.65
C_gamosepalus_MO-1292171,C_gamosepalus,3.0065,0.478061208,0.3865,-0.412850502,1.6055,0.20561031,0.240734974,-0.618460812,139.8555,2.14567955,1.007,0.003029471,0.2705,-0.567832731,0.6655,-0.17685194,157.886,2.198343622,26.076,1.416240972,9.426,0.974327435,2.766390834,0.441913537,-77.6,-0.716667
C_gamosepalus_MO-1292172,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,124.166,2.094002691,20.678,1.315508531,8.982,0.953373051,2.302159875,0.36213548,-77.45,-0.633333
C_gamosepalus_MO-1292173,C_gamosepalus,3.291,0.517327882,0.413,-0.384049948,1.381,0.140193679,0.299058653,-0.524243627,121.788,2.085604499,1.146,0.059184618,0.243,-0.614393726,0.63,-0.200659451,117.053,2.068382549,16.994,1.230295614,9.433,0.974649834,1.801547758,0.255645779,-77.533333,-0.716667
C_gamosepalus_MO-2002834,C_gamosepalus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.435,2.050901524,20.9635,1.321463793,8.5845,0.933715005,2.44201759,0.387748788,-78.403056,-3.578889
C_gamosepalus_MO-2021821,C_gamosepalus,3.043,0.483301952,0.264,-0.578396073,1.162,0.065206128,0.227194492,-0.643602201,129.077,2.110848863,1.152,0.061452479,0.3,-0.522878745,0.653,-0.185086819,134.906,2.130031266,23.184,1.365188368,9.637,0.983941859,2.405727924,0.381246509,-77.563056,-0.8275
C_gamosepalus_MO-2021870,C_gamosepalus,2.606,0.415974411,0.41,-0.387216143,0.93,-0.031517051,0.440860215,-0.355699092,127.987,2.107165859,0.961,-0.017276612,0.311,-0.507239611,0.787,-0.104025268,117.836,2.071277992,23.531,1.371640384,8.542,0.931559567,2.754741278,0.440080817,-78.624167,-3.936944
C_gesneriiformis_MO-1292175,C_gesneriiformis,2.572,0.410270964,0.253,-0.596879479,0.765,-0.116338565,0.330718954,-0.480540914,153.509,2.186133843,0.933,-0.030118356,0.271,-0.567030709,0.494,-0.306273051,197.231,2.294975177,28.819,1.459678907,11.367,1.05564586,2.535321545,0.404033047,-78.133333,0.866667
C_gesneriiformis_MO-1292176,C_gesneriiformis,3.395,0.530839779,0.446,-0.350665141,0.807,-0.093126465,0.552664188,-0.257538676,162.0875,2.209749524,1.1475,0.059752694,0.298,-0.525783736,0.659,-0.181114585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_gesneriiformis_MO-1292178,C_gesneriiformis,3.5765,0.553458229,0.583,-0.234331445,1.247,0.095866453,0.467522053,-0.330197899,166.0445,2.220224495,1.021,0.009025742,0.314,-0.503070352,0.784,-0.105683937,159.874,2.203777841,25.7835,1.411341871,9.5965,0.982112868,2.686760798,0.429229003,N/A,N/A
C_gesneriiformis_MO-1292179,C_gesneriiformis,4.035,0.605843539,0.3135,-0.503762455,0.729,-0.137272472,0.430041152,-0.366489983,173.7385,2.239896068,1.1155,0.047469575,0.265,-0.576754126,0.7065,-0.150887834,188.9435,2.276331956,28.6665,1.457374672,10.844,1.035189509,2.643535596,0.422185163,-78.55,-2.55
C_gesneriiformis_MO-2194464,C_gesneriiformis,3.82,0.582063363,0.387,-0.412289035,1.181,0.072249898,0.3276884,-0.484538933,166.537,2.221510737,0.899,-0.046240308,0.282,-0.549750892,0.713,-0.14691047,111.739,2.04820478,24.048,1.381078963,7.507,0.875466416,3.203410151,0.505612547,-78.765,-5.055556
C_granulosus_subsp_granulosus_MO-042159,C_granulosus,3.531,0.547897718,0.378,-0.4225082,1.135,0.054995862,0.333039648,-0.477504062,140.823,2.148673592,1.537,0.186673867,0.257,-0.590066877,0.771,-0.112945622,82.221,1.914982755,19.775,1.296116492,6.92,0.840106094,2.85765896,0.456010398,-78.316667,-4.916667
C_granulosus_subsp_granulosus_MO-042159,C_granulosus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101.382,2.005960854,20.801,1.318084214,7.38,0.868056362,2.818563686,0.450027852,-78.316667,-4.916667
C_granulosus_subsp_granulosus_MO-1190573,C_granulosus,3.026,0.480868924,0.474,-0.324221658,1.461,0.164650216,0.324435318,-0.488871874,127.147,2.104306118,2.246,0.351409752,0.356,-0.448550002,0.967,-0.014573526,36.011,1.556435182,13.611,1.133890034,3.887,0.589614541,3.501672241,0.544275493,-78.121111,-2.305278
C_granulosus_subsp_granulosus_MO-1190872,C_granulosus,4.43,0.646403726,0.518,-0.28567024,1.374,0.137986733,0.377001456,-0.423656973,140.286,2.147014332,1.849,0.266936911,0.327,-0.485452247,0.892,-0.049635146,128.138,2.107677941,24.859,1.395483654,8.274,0.917715517,3.004471839,0.477768138,-76,4
