Specimen_Filename,scientificName,flower_len_cm,flower_len_cm_log,corolla_base_cm,corolla_base_cm_log,corolla_apex_cm,corolla_apex_cm_log,base_apex_ratio,base_apex_ratio_log,degree_curvature,degree_curvature_log,stamen_ex_cm,stamen_ex_cm_log,anther_width_cm,anther_width_cm_log,anther_len_cm,anther_len_cm_log,leaf_area_cm2 ,leaf_area_cm2_log,leaf_len_cm ,leaf_len_cm_log,leaf_width_cm ,leaf_width_cm_log,leaf_len_width_ratio,leaf_len_width_ratio_log,decimallongtitude,decimallatitude
C_granulosus_subsp_nutans_MO-746854,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.665,1.96691573,18.735,1.272653697,10.002,1.00008685,1.873125375,0.272566847,N/A,N/A
C_granulosus_subsp_nutans_MO-748713,C_nutans,3.305,0.519171464,0.608,-0.216096421,1.391,0.14332713,0.437095615,-0.359423551,145.856,2.163924299,2.545,0.405687787,0.345,-0.462180905,0.769,-0.11407366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748713,C_nutans,3.147,0.497896743,0.646,-0.189767482,1.167,0.067070856,0.553556127,-0.256838338,152.096,2.182117793,1.75,0.243038049,0.339,-0.469800302,0.762,-0.118045029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748714,C_nutans,3.751,0.574147064,0.592,-0.227678293,1.401,0.146438135,0.422555318,-0.374116429,140.756,2.148466917,2.303,0.362293938,0.406,-0.391473966,0.891,-0.050122296,167.393,2.223737293,21.406,1.330535521,11.388,1.056447458,1.879697928,0.274088063,N/A,N/A
C_granulosus_subsp_nutans_MO-748715,C_nutans,3.92,0.593286067,0.566,-0.247183569,1.318,0.11991541,0.429438543,-0.367098979,134.312,2.128114816,2.415,0.382917135,0.356,-0.448550002,0.83,-0.080921908,101.523,2.006564443,16.404,1.214949761,8.49,0.92890769,1.932155477,0.28604207,N/A,N/A
C_granulosus_subsp_nutans_MO-748715,C_nutans,3.577,0.55351894,0.514,-0.289036881,1.176,0.070407322,0.43707483,-0.359444203,149.145,2.173608698,2.167,0.335858911,0.325,-0.488116639,0.855,-0.068033885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748716,C_nutans,3.446,0.537315273,0.696,-0.15739076,1.199,0.078819183,0.580483736,-0.236209943,134.57,2.128948252,1.95,0.290034611,0.359,-0.444905551,0.745,-0.127843727,275.544,2.440190959,31.271,1.49514177,12.692,1.103530063,2.463835487,0.391611706,N/A,N/A
C_granulosus_subsp_nutans_MO-748717,C_nutans,3.201,0.505285674,0.495,-0.305394801,1.042,0.017867719,0.475047985,-0.32326252,136.665,2.135657306,2.046,0.310905629,0.295,-0.530177984,0.589,-0.229884705,124.961,2.096774492,20.437,1.310417145,8.59,0.933993164,2.379161816,0.376423981,N/A,N/A
C_granulosus_subsp_nutans_MO-748718,C_nutans,3.29,0.517195898,0.362,-0.441291429,1.118,0.048441804,0.323792487,-0.489733233,159.025,2.201465404,2.303,0.362293938,0.319,-0.496209317,0.873,-0.058985756,224.321,2.350869932,27.433,1.438273303,12.3,1.089905111,2.230325203,0.348368192,N/A,N/A
C_granulosus_subsp_nutans_MO-748719,C_nutans,3.412,0.533009022,0.434,-0.36251027,1.295,0.112269768,0.335135135,-0.474780039,148.409,2.171460239,1.796,0.254306332,0.25,-0.602059991,0.723,-0.140861703,53.755,1.730418866,13.77,1.13893394,5.808,0.764026608,2.370867769,0.374907333,N/A,N/A
C_granulosus_subsp_nutans_MO-748719,C_nutans,3.491,0.542949849,0.471,-0.326979093,1.437,0.157456768,0.32776618,-0.484435861,152.594,2.183537457,N/A,N/A,N/A,N/A,N/A,N/A,50.326,1.701792413,11.395,1.05671433,6.005,0.778513012,1.897585346,0.278201318,N/A,N/A
C_granulosus_subsp_nutans_MO-748720,C_nutans,3.492,0.543074235,0.497,-0.303643611,1.076,0.031812271,0.461895911,-0.335455883,141.299,2.150139088,1.758,0.245018871,0.262,-0.581698709,0.718,-0.143875556,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748720,C_nutans,3.001,0.477265995,0.461,-0.336299075,1.087,0.036229544,0.424103036,-0.372528619,148.258,2.171018137,1.944,0.288696261,0.294,-0.53165267,0.851,-0.07007044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748721,C_nutans,3.128,0.495266744,0.466,-0.331614083,0.831,-0.080398976,0.560770156,-0.251215107,132.613,2.1225861,2.249,0.351989455,0.393,-0.40560745,0.819,-0.086716098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748723,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.02,1.778295991,14.835,1.171287551,5.906,0.771293443,2.511852354,0.399994108,N/A,N/A
C_granulosus_subsp_nutans_MO-748724,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136.344,2.134636031,20.134,1.303930064,9.484,0.976991545,2.122943906,0.326938519,N/A,N/A
C_granulosus_subsp_nutans_MO-748724,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137.424,2.138062585,18.916,1.276829305,10.554,1.02341709,1.792306235,0.253412216,N/A,N/A
C_granulosus_subsp_nutans_MO-748726,C_nutans,3.142,0.497206181,0.457,-0.3400838,1.298,0.113274692,0.352080123,-0.453358492,148.934,2.172993854,N/A,N/A,N/A,N/A,N/A,N/A,152.925,2.184478489,23.487,1.370827548,9.84,0.992995098,2.386890244,0.377832449,N/A,N/A
C_granulosus_subsp_nutans_MO-748727,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.097,1.944961119,17.441,1.241571382,8.337,0.921009801,2.09199952,0.320561581,-82.533333,8.833333
C_granulosus_subsp_nutans_MO-748727,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.856,1.896834744,15.967,1.203223325,7.632,0.882638362,2.092112159,0.320584964,-82.533333,8.833333
C_granulosus_subsp_nutans_MO-748728,C_nutans,3.949,0.596487134,0.519,-0.284832642,1.065,0.027349608,0.487323944,-0.31218225,140.037,2.146242798,2.17,0.336459734,0.32,-0.494850022,0.776,-0.110138279,138.179,2.140442045,20.483,1.311393565,9.989,0.999522013,2.050555611,0.311871552,N/A,N/A
C_granulosus_subsp_nutans_MO-748729,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136.328,2.134585063,18.976,1.278204672,10.486,1.020609853,1.809650963,0.257594818,N/A,N/A
C_granulosus_subsp_nutans_MO-748730,C_nutans,3.303,0.518908574,0.521,-0.283162277,1.104,0.042969073,0.47192029,-0.32613135,124.776,2.096131059,1.943,0.288472801,0.301,-0.521433504,0.787,-0.104025268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748730,C_nutans,2.987,0.475235223,0.494,-0.306273051,0.953,-0.020907099,0.518363064,-0.285365952,141.223,2.149905433,2.187,0.339848783,0.235,-0.628932138,0.787,-0.104025268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748731,C_nutans,3.021,0.480150725,0.47,-0.327902142,1.283,0.108226656,0.366328917,-0.436128798,139.578,2.144816971,1.804,0.256236533,0.313,-0.504455662,0.824,-0.084072788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748731,C_nutans,3.037,0.482444792,0.407,-0.390405591,1.009,0.003891166,0.403369673,-0.394296757,137.851,2.139409921,1.639,0.214578954,0.312,-0.505845406,0.806,-0.093664958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748732,C_nutans,3.507,0.544935766,0.702,-0.153662888,1.198,0.078456818,0.585976628,-0.232119706,144,2,2.143,0.331022171,0.386,-0.413412695,0.85,-0.070581074,189.469,2.277538163,21.746,1.337379384,11.859,1.074048069,1.833712792,0.263331315,N/A,N/A
C_granulosus_subsp_nutans_MO-748733,C_nutans,3.426,0.534787359,0.516,-0.287350298,1.236,0.092018471,0.417475728,-0.379368769,121.686,2.085240615,2.061,0.314077992,0.292,-0.534617149,0.719,-0.14327111,51.826,1.714547691,13.819,1.140476617,5.282,0.722798397,2.616243847,0.41767822,N/A,N/A
C_granulosus_subsp_nutans_MO-748733,C_nutans,3.122,0.494432899,0.558,-0.253365801,1.35,0.130333768,0.413333333,-0.38369957,153.511,2.186139501,2.001,0.301247089,0.29,-0.537602002,0.774,-0.111259039,57.108,1.756696951,14.539,1.162534537,5.329,0.72664572,2.728279227,0.435888816,N/A,N/A
C_granulosus_subsp_nutans_MO-748734,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.684,1.906787421,15.857,1.200221026,7.052,0.848312304,2.248581963,0.351908723,N/A,N/A
C_granulosus_subsp_nutans_MO-748734,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.577,1.848663194,14.504,1.161487791,7.024,0.846584503,2.064920273,0.314903288,N/A,N/A
C_granulosus_subsp_nutans_MO-748735,C_nutans,3.189,0.503654519,0.672,-0.172630727,1,0,1,0,157.906,2.198398632,1.738,0.240049772,0.269,-0.57024772,0.783,-0.106238238,75.848,1.879944134,18.965,1.277952847,6.342,0.802226238,2.990381583,0.475726609,N/A,N/A
C_granulosus_subsp_nutans_MO-748736,C_nutans,2.779,0.443888547,0.429,-0.367542708,1.243,0.094471129,0.345132743,-0.462013836,148.921,2.172955944,1.28,0.10720997,0.205,-0.688246139,0.675,-0.170696227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748736,C_nutans,2.71,0.432969291,0.371,-0.43062609,0.872,-0.059483515,0.425458716,-0.371142575,157.09,2.19614854,1.847,0.266466895,0.223,-0.651695137,0.662,-0.179142011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_granulosus_subsp_nutans_MO-748737,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109.171,2.038107288,19.572,1.291635207,8.783,0.943642883,2.228395765,0.347992324,N/A,N/A
C_granulosus_subsp_nutans_MO-748737,C_nutans,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,116.404,2.065967904,19.561,1.291391053,8.866,0.947727727,2.206293706,0.343663326,N/A,N/A
C_hirtus_MO-1290659,C_hirtus,3.234,0.509740016,0.427,-0.369572125,0.795,-0.099632871,0.537106918,-0.269939254,134.476,2.128644782,1.042,0.017867719,0.218,-0.661543506,0.573,-0.241845378,41.081,1.613641007,15.374,1.186786877,4.315,0.6349808,3.562920046,0.551806077,-78.083333,-9.7
C_hirtus_MO-1290660,C_hirtus,2.8745,0.458562313,0.4795,-0.319211388,0.7525,-0.123493496,0.637209302,-0.195717893,125.663,2.099207424,0.8835,-0.053793446,0.2425,-0.615288257,0.5925,-0.227311645,39.885,1.600809596,17.44,1.241546481,3.804,0.580240508,4.584647739,0.661305972,N/A,N/A
C_hirtus_MO-1290662,C_hirtus,2.975,0.47348697,0.467,-0.330683119,0.923,-0.034798299,0.50595883,-0.29588482,130.343,2.115087713,1.104,0.042969073,0.232,-0.634512015,0.558,-0.253365801,47.301,1.674870322,17.7275,1.248647494,4.1005,0.612836816,4.323253262,0.635810678,N/A,N/A
C_hirtus_MO-1290664,C_hirtus,3.1625,0.500030534,0.674,-0.171340103,0.8115,-0.090711476,0.83056069,-0.080628628,134.4955,2.128707754,1.228,0.089198367,0.287,-0.542118103,0.7895,-0.102647866,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_hirtus_MO-2851111,C_hirtus,3.4835,0.542015815,0.3945,-0.403952992,0.7475,-0.126388803,0.527759197,-0.277564189,168.4075,2.226361429,1.8475,0.266584447,0.223,-0.651695137,0.896,-0.04769199,38.4735,1.585161697,14.9425,1.174423265,4.1985,0.623094158,3.55900917,0.551329107,-78.086667,-6.308056
C_lasiodorus_MO-1292373,C_lasiodorus,2.852,0.455149521,0.42,-0.37675071,0.74,-0.13076828,0.567567568,-0.245982429,127.168,2.104377841,1.041,0.01745073,0.304,-0.517126416,0.606,-0.217527376,116.495,2.066307286,21.034,1.32292187,9.04,0.95616843,2.326769912,0.366753439,N/A,N/A
C_latifolius_MO-1190907,C_latifolius,2.4605,0.391023369,0.4755,-0.322849479,0.886,-0.052566278,0.536681716,-0.270283201,137.87,2.139469776,1.219,0.086003706,0.227,-0.643974143,0.607,-0.216811309,65.747,1.817875941,18.5015,1.26720694,5.9195,0.772285025,3.125517358,0.494921915,N/A,N/A
C_latifolius_MO-1292376,C_latifolius,3.033,0.48187241,0.509,-0.293282218,1.079,0.033021445,0.471733086,-0.326303662,137.782,2.139192485,1.311,0.117602692,0.301,-0.521433504,0.685,-0.164309429,71.7165,1.855619086,17.1555,1.23440338,6.5315,0.815012931,2.626578887,0.419390449,N/A,N/A
C_latifolius_MO-1292377,C_latifolius,2.524,0.402089351,0.29,-0.537602002,0.866,-0.062482108,0.334872979,-0.475119894,159.107,2.201689287,1.028,0.011993115,0.217,-0.663540266,0.6,-0.22184875,59.699,1.775967056,17.15,1.234264124,5.928,0.772908195,2.893049933,0.461355929,N/A,N/A
C_latifolius_MO-1292378,C_latifolius,2.607,0.416141031,0.466,-0.331614083,1.169,0.067814511,0.398631309,-0.399428594,138.54,2.141575183,0.976,-0.010550182,0.339,-0.469800302,0.662,-0.179142011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_latifolius_MO-1340047,C_latifolius,2.881,0.459543258,0.331,-0.480172006,1.073,0.030599722,0.308480895,-0.510771728,150.225,2.176742213,1.915,0.282168778,0.289,-0.539102157,0.888,-0.051587034,132.705,2.122887286,24.812,1.394661772,8.693,0.93916968,2.854250546,0.455492093,-78.266667,-4.416667
C_laxus_MO-357656,C_laxus,2.729,0.436003536,0.461,-0.336299075,0.872,-0.059483515,0.528669725,-0.27681556,153.863,2.187134196,1.77,0.247973266,0.244,-0.612610174,0.714,-0.146301788,14.289,1.155001836,6.62,0.820857989,3.283,0.516270883,2.01644837,0.304587107,N/A,N/A
C_longipetiolatus_MO-1290671,C_longipetiolatus,3.558,0.551205944,0.672,-0.172630727,1.335,0.125481266,0.503370787,-0.298111993,168.284,2.226042826,1.32,0.120573931,0.277,-0.557520231,0.756,-0.121478204,22.195,1.346255149,9.715,0.987442805,3.646,0.561816664,2.664563906,0.425626141,-78.351389,-6.151944
C_longipetiolatus_MO-2654973,C_longipetiolatus,3.104,0.491921713,0.417,-0.379863945,0.996,-0.001740662,0.418674699,-0.378123283,161.996,2.209504291,1.322,0.121231455,0.261,-0.583359493,0.612,-0.213248578,32.125,1.506843136,11.171,1.048092052,4.391,0.642563437,2.544067411,0.405528615,-77.805556,-6.782778
C_loretensis_MO-1190590,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,173.943,2.240406956,29.086,1.463684,8.8445,0.946673286,3.288597433,0.517010714,N/A,N/A
C_loretensis_MO-1190865,C_loretensis,2.8555,0.455682165,0.5635,-0.24910608,0.7675,-0.114921616,0.734201954,-0.134184464,129.818,2.113334914,0.881,-0.055024092,0.3055,-0.514988785,0.631,-0.199970641,115.0255,2.06079413,20.4095,1.309832365,8.7315,0.941088858,2.337456336,0.368743507,N/A,N/A
C_loretensis_MO-1290673,C_loretensis,3.279,0.515741417,0.363,-0.440093375,1.348,0.129689892,0.269287834,-0.569783267,136.777,2.136013074,1.291,0.110926242,0.349,-0.457174573,0.832,-0.079876674,176.131,2.245835801,28.407,1.453425371,8.832,0.94605906,3.216372283,0.507366311,-76.333333,-2.85
C_loretensis_MO-1290674,C_loretensis,3.588,0.554852434,0.526,-0.279014256,1.024,0.010299957,0.513671875,-0.289314212,128.6365,2.109364215,1.718,0.235023159,0.4045,-0.393081474,1.09,0.037426498,285.9545,2.456296935,32.5495,1.512544322,12.0485,1.080932982,2.701539611,0.43161134,-76.833333,0.116667
C_loretensis_MO-1290676,C_loretensis,3.858,0.586362223,0.335,-0.474955193,1.21,0.08278537,0.276859504,-0.557740563,137.876,2.139488675,1.589,0.201123897,0.328,-0.484126156,1.089,0.03702788,175.954,2.245399144,26.838,1.428750149,9.454,0.975615598,2.838798392,0.453134551,N/A,N/A
C_loretensis_MO-1290677,C_loretensis,2.681,0.428296814,0.386,-0.413412695,0.932,-0.030584088,0.41416309,-0.382828608,146.298,2.165238389,0.709,-0.149353765,0.414,-0.382999659,0.7,-0.15490196,151.974,2.181769294,26.953,1.430607111,7.616,0.881726935,3.538996849,0.548880176,-77.6,-1.066667
C_loretensis_MO-1290678,C_loretensis,3.5575,0.551144909,0.4025,-0.395234115,0.9205,-0.035976207,0.437262357,-0.359257908,133.9885,2.127067525,1.576,0.197556213,0.3165,-0.499626286,0.8845,-0.053302163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_loretensis_MO-1290679,C_loretensis,3.391,0.53032779,0.3915,-0.407268234,1.2275,0.089021501,0.318940937,-0.496289734,148.658,2.172188286,1.6345,0.213384925,0.3575,-0.446723954,0.773,-0.111820506,117.024,2.068274939,20.399,1.309608878,8.043,0.905418069,2.536242696,0.404190809,N/A,N/A
C_loretensis_MO-1290680,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,582.732,2.765468867,39.069,1.591832295,20.157,1.304425896,1.938234856,0.287406399,-77.316667,-0.716667
C_loretensis_MO-1290681,C_loretensis,3.722,0.570776369,0.484,-0.315154638,1.368,0.136086097,0.35380117,-0.451240736,139.071,2.143236577,1.797,0.254548077,0.328,-0.484126156,1.098,0.04060234,166.139,2.220471592,24.936,1.396826789,9.539,0.979502849,2.614110494,0.41732394,-76.183333,-0.91667
C_loretensis_MO-1290683,C_loretensis,3.244,0.511080846,0.507,-0.294992041,1.0315,0.013469232,0.491517208,-0.308461273,124.4345,2.094940807,1.424,0.153509989,0.46,-0.337242168,1.0325,0.01389006,133.7505,2.126295414,23.16,1.364738555,8.453,0.927010869,2.739855673,0.437727686,-77.916667,-1.333333
C_loretensis_MO-1290686,C_loretensis,3.441,0.536684673,0.384,-0.415668776,1.233,0.090963077,0.311435523,-0.506631852,146.352,2.165398662,1.734,0.239049093,0.337,-0.472370099,1.038,0.016197354,181.771,2.259524596,27.8985,1.445580853,10.0245,1.00106272,2.783031573,0.444518133,-76.8,-1.783333
C_loretensis_MO-1290687,C_loretensis,3.496,0.543571424,0.572,-0.242603971,1.044,0.018700499,0.54789272,-0.26130447,150.587,2.177787481,1.624,0.210586025,0.424,-0.372634143,0.978,-0.009661145,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.416667,-0.916667
C_loretensis_MO-1290689,C_loretensis,3.868,0.587486465,0.579,-0.237321436,1.3225,0.121395681,0.437807183,-0.358717117,137.0305,2.136817242,1.902,0.279210513,0.359,-0.444905551,1.0585,0.024690862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.7,-0.033333
C_loretensis_MO-1290690,C_loretensis,4.2005,0.623300989,0.652,-0.185752404,1.431,0.155639634,0.455625437,-0.341392038,150.094,2.176363332,1.8845,0.275196142,0.3815,-0.418505458,1.034,0.014520539,115.4955,2.062565063,19.299,1.285534806,8.3155,0.919888368,2.320846612,0.365646438,-76.833333,-0.316667
C_loretensis_MO-1290691,C_loretensis,4.45,0.648360011,0.8665,-0.062231433,1.511,0.179264464,0.573461284,-0.241495897,136.585,2.135403007,2.025,0.306425028,0.373,-0.428291168,0.979,-0.009217308,155.147,2.190743382,26.8425,1.428822962,8.1955,0.913575455,3.275273016,0.515247507,-77.05,-0.583333
C_loretensis_MO-1290692,C_loretensis,3.945,0.596047008,0.7015,-0.153972325,1.4045,0.147521744,0.499466002,-0.301494068,135.024,2.13041097,1.54,0.187520721,0.3355,-0.474307475,0.9925,-0.003269485,108.53,2.035549803,20.4425,1.310534006,7.956,0.900694774,2.569444444,0.409839232,-77.4,-0.083333
C_loretensis_MO-1290695,C_loretensis,3.067,0.486713776,0.439,-0.35753548,1.049,0.020775488,0.418493804,-0.378310968,116.565,2.066568168,1.296,0.112605002,0.342,-0.465973894,0.896,-0.04769199,153.035,2.184790768,26.397,1.421554572,8.998,0.954145989,2.933651923,0.467408584,-77.883333,-1.616667
C_loretensis_MO-1290696,C_loretensis,3.342,0.524006446,0.583,-0.234331445,0.949,-0.022733788,0.614330875,-0.211597658,125.391,2.098266366,1.652,0.218010043,0.32,-0.494850022,0.981,-0.008330993,111.832,2.048566092,23.596,1.372838387,7.252,0.860457795,3.253723111,0.512380592,N/A,N/A
C_loretensis_MO-1290697,C_loretensis,3.336,0.523226042,0.478,-0.320572103,0.903,-0.04431225,0.529346622,-0.276259854,137.983,2.139825583,N/A,N/A,N/A,N/A,N/A,N/A,130.8155,2.116659205,23.6665,1.374134036,8.707,0.939868544,2.718100379,0.434265491,-76.333333,-6.333333
C_loretensis_MO-1290700,C_loretensis,2.9935,0.476179262,0.4795,-0.319211388,0.9125,-0.039767127,0.525479452,-0.279444262,151.0255,2.179050282,1.3645,0.13497354,0.402,-0.395773947,0.752,-0.123782159,205.966,2.313795535,28.654,1.457185257,10.8395,1.03500925,2.643479865,0.422176007,-77.6,-1.066667
C_loretensis_MO-1290701,C_loretensis,3.9285,0.594226757,0.6325,-0.19893947,1.074,0.031004281,0.588919926,-0.229943752,134.6625,2.129246673,1.7995,0.255151851,0.3655,-0.437112619,0.9355,-0.028956208,215.743,2.333936713,25.9235,1.413693636,13.212,1.120968565,1.962117772,0.292725071,-77.6,-1.116667
C_loretensis_MO-1290702,C_loretensis,3.9515,0.596761986,0.509,-0.293282218,1.228,0.089198367,0.414495114,-0.382480584,137.3045,2.137684771,1.7445,0.241670974,0.36,-0.443697499,1.1055,0.043558747,225.085,2.352346554,28.88,1.460597189,11.359,1.0553401,2.542477331,0.405257089,-76.666667,-0.166667
C_loretensis_MO-1290703,C_loretensis,3.9765,0.599500987,0.5775,-0.238448011,1.348,0.129689892,0.428412463,-0.368137904,149.784,2.175465424,1.4615,0.16479882,0.4105,-0.386686839,0.8995,-0.045998832,175.9375,2.245358417,26.902,1.429784568,9.726,0.987934265,2.765988073,0.441850303,-77.016667,-0.333333
C_loretensis_MO-1290705,C_loretensis,3.427,0.534914104,0.455,-0.341988603,0.796,-0.099086932,0.57160804,-0.242901671,109.216,2.038286267,1.534,0.18582536,0.307,-0.512861625,0.888,-0.051587034,82.005,1.913840333,20.0165,1.301388141,5.582,0.746789832,3.585901111,0.554598309,N/A,N/A
C_loretensis_MO-1290706,C_loretensis,4.1165,0.61452812,0.4145,-0.382475465,1.1375,0.055951405,0.364395604,-0.43842687,135.7695,2.132802219,2.168,0.336059278,0.346,-0.460923901,0.9765,-0.010327752,147.378,2.168432659,21.5115,1.332670695,9.364,0.971461405,2.297255446,0.36120929,-76.083333,-0.866667
C_loretensis_MO-1290707,C_loretensis,2.898,0.462098381,0.483,-0.316052869,0.9865,-0.00590291,0.489609731,-0.310149959,114.0905,2.057249483,1.471,0.167612673,0.343,-0.46470588,0.767,-0.115204636,113.27,2.054114901,25.557,1.407509873,7.2725,0.86168373,3.514197319,0.545826143,-77.666667,-0.716667
C_loretensis_MO-1290710,C_loretensis,2.119,0.326130957,0.271,-0.567030709,0.496,-0.304518324,0.546370968,-0.262512386,164.785,2.216917676,N/A,N/A,N/A,N/A,N/A,N/A,128.301,2.108230041,22.787,1.357687152,8.516,0.930235653,2.675786754,0.4274515,-77.6,-0.066667
C_loretensis_MO-1290711,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239.731,2.379724197,31.273,1.495169545,12.044,1.080770747,2.596562604,0.414398798,-77.016667,-0.5
C_loretensis_MO-1290712,C_loretensis,3.385,0.529558673,0.473,-0.325138859,1.091,0.037824751,0.433547204,-0.36296361,128.157,2.107742333,1.525,0.183269844,0.318,-0.49757288,0.886,-0.052566278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_loretensis_MO-1290713,C_loretensis,3.504,0.544564097,0.314,-0.503070352,0.864,-0.063486258,0.363425926,-0.439584094,168.476,2.226538043,1.736,0.239549721,0.365,-0.437707136,0.908,-0.041914151,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.466667,-0.75
C_loretensis_MO-1290714,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.066,2.117490045,24.522,1.389555888,7.983,0.902166129,3.071777527,0.487389759,N/A,N/A
C_loretensis_MO-1290715,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97.6875,1.989838995,18.286,1.262118715,7.642,0.883207033,2.392829102,0.378911682,N/A,N/A
C_loretensis_MO-1290716,C_loretensis,2.831,0.451939869,0.4655,-0.332080315,0.992,-0.003488328,0.469254032,-0.328591987,139.707,2.145218167,1.092,0.038222638,0.374,-0.427128398,0.7465,-0.126970188,164.7915,2.216934807,30.229,1.480423781,7.952,0.900476371,3.801433602,0.579947409,N/A,N/A
C_loretensis_MO-1290717,C_loretensis,3.3135,0.520286975,0.695,-0.158015195,1.18,0.071882007,0.588983051,-0.229897203,125.7265,2.099426826,1.5675,0.19520755,0.339,-0.469800302,1.0065,0.002813779,142.045,2.152425951,23.015,1.362010979,9.611,0.982768577,2.394651961,0.379242402,N/A,N/A
C_loretensis_MO-1290719,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,199.986,2.300999594,29.579,1.470983487,10.955,1.039612382,2.700045641,0.431371105,N/A,N/A
C_loretensis_MO-1290721,C_loretensis,2.066,0.315130317,0.397,-0.401209493,0.874,-0.058488567,0.45423341,-0.342720926,139.783,2.145454357,1.023,0.009875634,0.348,-0.458420756,0.732,-0.135488919,135.589,2.132224458,22.594,1.353993124,8.959,0.952259537,2.521933251,0.401733588,-77.6,-0.716667
C_loretensis_MO-1290722,C_loretensis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,142.673,2.154341793,23.3615,1.368500725,9.222,0.964825118,2.533235741,0.403675607,-77.6,-0.716667
